0,0,0
1,0,0
2,0,0
3,0,0
4,0,0
5,0,0
6,0,0
7,0,0
8,0,0
9,0,0
10,0,0
11,0,0
12,0,0
13,0,0
14,14.4424,0.55397
15,14.4541,0.54951
16,14.4605,0.57794
17,14.4704,0.5731
18,14.4768,0.59076
19,14.4718,0.56727
20,14.4883,0.57208
21,14.4707,0.59573
22,14.479,0.53642
23,14.5001,0.61598
24,14.4547,0.60054
25,14.4933,0.67976
26,14.4835,0.54169
27,14.4947,0.65532
28,14.4241,0.63478
29,14.5035,0.55635
30,14.4785,0.57979
31,14.4983,0.60849
32,14.5047,0.55984
33,14.4927,0.59561
34,14.5108,0.56682
35,14.4682,0.58414
36,14.6163,0.50759
37,14.6227,0.61595
38,14.616,0.57137
39,14.6155,0.55833
40,14.6241,0.58874
41,14.5913,0.58564
42,14.5802,0.60524
43,14.5926,0.57984
44,14.5884,0.59296
45,14.631,0.62531
46,14.6035,0.55642
47,14.596,0.5829
48,14.5977,0.56361
49,14.6116,0.56692
50,14.5826,0.60586
51,14.599,0.59436
52,14.609,0.59272
53,14.6088,0.603
54,14.6243,0.57567
55,14.5985,0.56831
56,14.6227,0.63682
57,14.5934,0.5715
58,14.6304,0.56317
59,14.6451,0.58121
60,14.5868,0.67337
61,14.6301,0.62022
62,14.6334,0.55217
63,14.6124,0.69096
64,14.6237,0.58293
65,14.6288,0.58016
66,14.6046,0.66174
67,14.6448,0.59233
68,14.6071,0.55662
69,14.651,0.62811
70,14.6137,0.60323
71,14.6331,0.59926
72,14.6366,0.60709
73,14.6271,0.54856
74,14.6446,0.58228
75,14.6112,0.59853
76,14.6288,0.53952
77,14.611,0.6221
78,14.6224,0.59063
79,14.5968,0.59583
80,14.6438,0.60239
81,14.6282,0.62651
82,14.6298,0.53347
83,14.6113,0.63413
84,14.6338,0.57843
85,14.5915,0.66896
86,14.6201,0.59563
87,14.5937,0.6507
88,14.6287,0.57129
89,14.6287,0.55871
90,14.6134,0.58215
91,14.6306,0.66372
92,14.6413,0.61298
93,14.6338,0.58106
94,14.6426,0.60191
95,14.6176,0.59765
96,14.6296,0.60234
97,14.6304,0.57737
98,14.6218,0.57851
99,14.5871,0.58246
100,14.6151,0.66728
101,14.6029,0.56279
102,14.6382,0.63723
103,14.6404,0.59805
104,14.6379,0.56227
105,14.6368,0.64516
106,14.6248,0.56581
107,14.6426,0.549
108,14.6315,0.60205
109,14.6385,0.56732
110,14.5737,0.59834
111,14.6487,0.54954
112,14.5868,0.53922
113,14.6496,0.55955
114,14.626,0.58664
115,14.6109,0.64306
116,14.6351,0.61798
117,14.6293,0.54716
118,14.6195,0.644
119,14.6393,0.57027
120,14.6185,0.583
121,14.6213,0.57752
122,14.6295,0.61285
123,14.5915,0.54907
124,14.6484,0.61367
125,14.6002,0.6249
126,14.6495,0.56066
127,14.6607,0.60265
128,14.6234,0.58711
129,14.6329,0.59171
130,14.6248,0.63696
131,14.6331,0.62403
132,14.627,0.56229
133,14.6296,0.5634
134,14.6109,0.56743
135,14.632,0.59023
136,14.604,0.56128
137,14.619,0.57282
138,14.6204,0.58567
139,14.6427,0.6161
140,14.6287,0.60171
141,14.6449,0.58663
142,14.6004,0.57829
143,14.6345,0.60274
144,14.6354,0.65256
145,14.5737,0.6412
146,14.6168,0.62945
147,14.5427,0.68305
148,14.6252,0.60136
149,14.6199,0.59531
150,14.6401,0.64941
151,14.6431,0.60295
152,14.6293,0.57236
153,14.6302,0.56905
154,14.6595,0.58473
155,14.6376,0.62835
156,14.6195,0.54867
157,14.6279,0.56957
158,14.5784,0.61947
159,14.6341,0.57971
160,14.5662,0.6805
161,14.6243,0.57308
162,14.6366,0.60121
163,14.6409,0.57766
164,14.6481,0.58802
165,14.6545,0.53989
166,14.6385,0.57171
167,14.5877,0.60196
168,14.6298,0.59966
169,14.6115,0.57926
170,14.6388,0.63494
171,14.6352,0.57698
172,14.5965,0.5765
173,14.5977,0.60122
174,14.5784,0.63093
175,14.6091,0.60687
176,14.5765,0.59659
177,14.6087,0.60155
178,14.5818,0.55316
179,14.654,0.5614
180,14.6259,0.57273
181,14.624,0.54672
182,14.6029,0.62282
183,14.6171,0.67804
184,14.6095,0.63191
185,14.6016,0.633
186,14.6048,0.61585
187,14.5738,0.63376
188,14.626,0.59421
189,14.5796,0.63234
190,14.5569,0.63151
191,14.6109,0.61916
192,14.6043,0.61841
193,14.6259,0.5859
194,14.6468,0.60695
195,14.626,0.60854
196,14.6346,0.60812
197,14.6396,0.59084
198,14.6226,0.56854
199,14.6209,0.56789
200,14.5968,0.60716
201,14.6407,0.56635
202,14.5712,0.63709
203,14.5841,0.6301
204,14.601,0.61122
205,14.6126,0.65948
206,14.6274,0.66728
207,14.6343,0.61589
208,14.6181,0.5559
209,14.6184,0.6053
210,14.6381,0.56668
211,14.6038,0.52949
212,14.6407,0.53907
213,14.5948,0.53932
214,14.6351,0.55943
215,14.5999,0.53519
216,14.6223,0.64195
217,14.6479,0.59375
218,14.6473,0.58344
219,14.6468,0.58064
220,14.6418,0.57476
221,14.6368,0.57146
222,14.6204,0.64191
223,14.6343,0.62617
224,14.6311,0.59294
225,14.594,0.57302
226,14.6063,0.64405
227,14.6374,0.642
228,14.616,0.64249
229,14.6504,0.58199
230,14.6498,0.61849
231,14.6284,0.5836
232,14.6546,0.61365
233,14.6149,0.58508
234,14.6409,0.63258
235,14.6085,0.57575
236,14.6324,0.65183
237,14.6084,0.6324
238,14.639,0.65417
239,14.6418,0.58971
240,14.6438,0.59496
241,14.6165,0.69569
242,14.644,0.57569
243,14.652,0.62389
244,14.6252,0.57208
245,14.6607,0.58096
246,14.6034,0.59117
247,14.6532,0.54035
248,14.6206,0.52579
249,14.6607,0.59133
250,14.6384,0.558
251,14.6134,0.62403
252,14.6399,0.62466
253,14.6279,0.56774
254,14.6452,0.57386
255,14.6438,0.59593
256,14.6477,0.61999
257,14.6185,0.61228
258,14.6452,0.5587
259,14.6168,0.61916
260,14.6488,0.63314
261,14.5993,0.66355
262,14.6638,0.57695
263,14.6604,0.57456
264,14.6393,0.6096
265,14.6431,0.57292
266,14.6509,0.60869
267,14.6327,0.58
268,14.6381,0.55262
269,14.6513,0.6163
270,14.6035,0.57651
271,14.6474,0.63834
272,14.6493,0.58345
273,14.6388,0.59004
274,14.6471,0.61877
275,14.6396,0.60095
276,14.6515,0.62098
277,14.6496,0.61524
278,14.651,0.56874
279,14.6509,0.56286
280,14.6485,0.59397
281,14.602,0.61228
282,14.6434,0.61881
283,14.6377,0.57996
284,14.6391,0.55593
285,14.6301,0.55172
286,14.6245,0.61845
287,14.6105,0.60905
288,14.588,0.57774
289,14.6146,0.58461
290,14.6002,0.64612
291,14.6149,0.566
292,14.5934,0.57506
293,14.6209,0.59278
294,14.6191,0.62579
295,14.6588,0.54856
