0,11.8181,0.77566
1,11.8159,0.59109
2,11.7948,0.83075
3,11.8276,0.59184
4,11.8317,0.74285
5,11.7826,0.65281
6,11.803,0.69246
7,11.8078,0.69174
8,11.8212,0.67409
9,11.828,0.59414
10,11.7514,0.8182
11,11.7415,0.57508
12,11.798,0.83159
13,11.8197,0.79392
14,11.8031,0.60091
15,11.7665,0.66805
16,11.7598,0.75931
17,11.8305,0.59295
18,11.8344,0.79757
19,11.7867,0.78008
20,11.8253,0.59471
21,11.7334,0.84219
22,11.7443,0.62647
23,11.8136,0.73692
24,11.7794,0.68616
25,11.8191,0.60897
26,11.7523,0.7356
27,11.77,0.64724
28,11.7987,0.6694
29,11.8327,0.71193
30,11.8698,0.641
31,11.802,0.74959
32,11.8047,0.77713
33,11.8613,0.58002
34,11.8387,0.78359
35,11.8641,0.57116
36,11.8322,0.77453
37,11.7676,0.77473
38,11.8309,0.60731
39,11.8076,0.74842
40,11.802,0.67733
41,11.8439,0.84081
42,11.7851,0.71515
43,11.8191,0.72662
44,11.7753,0.70228
45,11.7597,0.70317
46,11.7914,0.65934
47,11.7847,0.81181
48,11.794,0.64222
49,11.7131,0.97166
50,11.7495,0.63127
51,11.794,0.62182
52,11.787,0.77802
53,11.8091,0.56347
54,11.7642,0.76502
55,11.7512,0.68725
56,11.7429,0.82462
57,11.7939,0.72676
58,11.8148,0.6861
59,11.8344,0.65891
60,11.7592,0.73132
61,11.7859,0.60737
62,11.755,0.80121
63,11.8322,0.61382
64,11.8201,0.79047
65,11.8222,0.62174
66,11.7473,0.84513
67,11.7825,0.73544
68,11.7823,0.63238
69,11.7779,0.70183
70,11.7905,0.73298
71,11.7625,0.72331
72,11.8116,0.69903
73,11.8414,0.75669
74,11.8158,0.59211
75,11.7733,0.75189
76,11.7517,0.69411
77,11.7855,0.78645
78,11.774,0.58869
79,11.8036,0.56931
80,11.7723,0.78633
81,11.8147,0.58152
82,11.7884,0.7696
83,11.8192,0.60156
84,11.7537,0.81627
85,11.7812,0.58586
86,11.7368,0.81824
87,11.8359,0.60516
88,11.8119,0.64405
89,11.8053,0.75335
90,11.8167,0.62938
91,11.7248,0.85676
92,11.774,0.6372
93,11.7736,0.78077
94,11.7381,0.76072
95,11.8448,0.57513
96,11.7772,0.79073
97,11.7653,0.65165
98,11.754,0.75653
99,11.7701,0.76176
100,11.8156,0.72499
101,11.7687,0.80622
102,11.7214,0.81361
103,11.7157,0.79935
104,11.735,0.86199
105,11.7389,0.84171
106,11.7911,0.65523
107,11.7645,0.83485
108,11.7597,0.63839
109,11.7361,0.81238
110,11.7517,0.83281
111,11.8209,0.57
112,11.7604,0.829
113,11.8355,0.58224
114,11.7742,0.77826
115,11.7995,0.65231
116,11.7559,0.77262
117,13.4354,0.59263
118,14.5504,0.49244
119,14.5337,0.67065
120,14.5737,0.46674
